Date,GloveSizeGroup,GloveSize,RawIntD,LoadingWeight,ContactNumber,Surface,Gloves,Gender,ID,PowderArea
09/07/2019,Large,NA,4143026,173.2007,2,Glass,N,Male,12,43.951
09/07/2019,Large,L,706104,39.4988,3,Plastic,Y,Male,12,7.352
09/07/2019,Large,L,2514332,147.6812,3,Cloth,Y,Male,12,28.346
09/07/2019,Large,L,2442994,199.8572,3,Glass,Y,Male,12,34.279
09/07/2019,Large,NA,2034426,264.0027783,3,Plastic,N,Male,12,31.778
09/07/2019,Large,NA,739877,181.0904,3,Cloth,N,Male,12,8.897
09/07/2019,Large,NA,3370044,199.8574,3,Glass,N,Male,12,36.557
09/07/2019,Large,L,851512,32.1823,4,Plastic,Y,Male,12,8.491
09/07/2019,Large,L,2547897,154.7944,4,Cloth,Y,Male,12,28.21
09/07/2019,Large,L,2727479,261.0608967,4,Glass,Y,Male,12,34.935
09/07/2019,Large,NA,1535854,289.2380391,4,Plastic,N,Male,12,23.649
09/07/2019,Large,NA,618423,153.1426,4,Cloth,N,Male,12,7.417
09/07/2019,Large,NA,2811316,255.4078906,4,Glass,N,Male,12,30.351
09/07/2019,Large,L,592632,108.3017,5,Plastic,Y,Male,12,6.212
09/07/2019,Large,L,1194618,172.4163,5,Cloth,Y,Male,12,13.616
09/07/2019,Large,L,1417248,116.4231,5,Glass,Y,Male,12,18.617
09/07/2019,Large,NA,964239,278.7064263,5,Plastic,N,Male,12,23.68
09/07/2019,Large,NA,902475,259.8879111,5,Cloth,N,Male,12,10.561
09/07/2019,Large,NA,3407396,293.4562189,5,Glass,N,Male,12,34.127
09/07/2019,Large,L,5493455,240.0667082,1,Plastic,Y,Male,13,36.753
09/07/2019,Large,L,2512668,175.0934,1,Cloth,Y,Male,13,71.059
09/07/2019,Large,L,2303646,27.6078,1,Glass,Y,Male,13,30.71
09/07/2019,Large,NA,6135646,82.6994,1,Plastic,N,Male,13,42.555
09/07/2019,Large,NA,4186579,99.0974,1,Cloth,N,Male,13,66.679
09/07/2019,Large,NA,3089831,98.6555,1,Glass,N,Male,13,46.539
09/07/2019,Large,L,5571716,118.1969,2,Plastic,Y,Male,13,49.551
09/07/2019,Large,L,4236227,106.137,2,Cloth,Y,Male,13,58.791
09/07/2019,Large,L,3415451,114.1421,2,Glass,Y,Male,13,50.719
09/07/2019,Large,NA,2732427,94.4139,2,Plastic,N,Male,13,39.784
09/07/2019,Large,NA,5269288,72.4234,2,Cloth,N,Male,13,34.19
09/07/2019,Large,NA,2357830,139.5551,2,Glass,N,Male,13,58.249
09/07/2019,Large,L,4304068,171.8686,3,Plastic,Y,Male,13,34.328
09/07/2019,Large,L,3205689,174.8739,3,Cloth,Y,Male,13,47.83
09/07/2019,Large,L,1714056,42.985,3,Glass,Y,Male,13,42.129
09/07/2019,Large,NA,3417053,144.0738,3,Plastic,N,Male,13,35.308
09/07/2019,Large,NA,2351577,97.5696,3,Cloth,N,Male,13,42.271
09/07/2019,Large,NA,2251078,108.6667,3,Glass,N,Male,13,30.808
09/07/2019,Large,L,2231586,246.9757344,4,Plastic,Y,Male,13,28.105
09/07/2019,Large,L,3581450,196.9706,4,Cloth,Y,Male,13,40.811
09/07/2019,Large,L,1428724,121.708,4,Glass,Y,Male,13,46.956
09/07/2019,Large,NA,3030910,201.8319,4,Plastic,N,Male,13,35.608
09/07/2019,Large,NA,3872767,120.7761,4,Cloth,N,Male,13,37.911
09/07/2019,Large,NA,1647180,186.6052,4,Glass,N,Male,13,48.77
09/07/2019,Large,L,1595252,258.5424109,5,Plastic,Y,Male,13,23.121
09/07/2019,Large,L,3076545,286.6066319,5,Cloth,Y,Male,13,44.466
09/07/2019,Large,L,585087,184.6743,5,Glass,Y,Male,13,41.805
09/07/2019,Large,NA,790886,257.6363661,5,Plastic,N,Male,13,12.61
09/07/2019,Large,NA,3363569,155.5143,5,Cloth,N,Male,13,11.335
09/07/2019,Large,NA,342724,184.0976,5,Glass,N,Male,13,49.555
09/07/2019,Large,L,14981517,230.8380013,1,Plastic,Y,Male,14,154.574
09/07/2019,Large,L,15435020,190.2423,1,Cloth,Y,Male,14,158.847
09/07/2019,Large,L,9661355,268.8468017,1,Glass,Y,Male,14,100.208
09/07/2019,Large,NA,6823062,95.2473,1,Plastic,N,Male,14,85.568
09/07/2019,Large,NA,9891984,96.7836,1,Cloth,N,Male,14,91.815
09/07/2019,Large,NA,8330246,NA,1,Glass,N,Male,14,84.668
09/07/2019,Large,L,8384273,288.7184425,2,Plastic,Y,Male,14,96.439
09/07/2019,Large,L,10783815,111.1749,2,Cloth,Y,Male,14,115.813
09/07/2019,Large,L,11605827,256.3974684,2,Glass,Y,Male,14,121.834
09/07/2019,Large,NA,4481298,212.5533394,2,Plastic,N,Male,14,71.661
09/07/2019,Large,NA,5068197,90.0851,2,Cloth,N,Male,14,50.021
09/07/2019,Large,NA,10728014,NA,2,Glass,N,Male,14,107.456
09/07/2019,Large,L,7213101,280.3825241,3,Plastic,Y,Male,14,90.762
09/07/2019,Large,L,7517935,183.392,3,Cloth,Y,Male,14,84.18
09/07/2019,Large,L,8576003,285.2292893,3,Glass,Y,Male,14,94.636
09/07/2019,Large,NA,6845866,215.0428125,3,Plastic,N,Male,14,88.796
09/07/2019,Large,NA,6873826,134.1349,3,Cloth,N,Male,14,79.161
09/07/2019,Large,NA,7180077,NA,3,Glass,N,Male,14,77.03
09/07/2019,Large,L,8157976,223.2242416,4,Plastic,Y,Male,14,101.126
09/07/2019,Large,L,7662336,261.2163632,4,Cloth,Y,Male,14,90.457
09/07/2019,Large,L,9742394,250.2501416,4,Glass,Y,Male,14,104.175
09/07/2019,Large,NA,3647373,286.1006877,4,Plastic,N,Male,14,64.17
09/07/2019,Large,NA,3810491,126.543,4,Cloth,N,Male,14,55.897
09/07/2019,Large,NA,8500442,NA,4,Glass,N,Male,14,90.31
09/07/2019,Large,L,6626188,274.2347579,5,Plastic,Y,Male,14,96.168
09/07/2019,Large,L,5478466,271.5983265,5,Cloth,Y,Male,14,66.719
09/07/2019,Large,L,4068784,126.7657,5,Glass,Y,Male,14,49.255
09/07/2019,Large,NA,1261083,245.1809431,5,Plastic,N,Male,14,42.488
09/07/2019,Large,NA,2156093,236.5105739,5,Cloth,N,Male,14,33.262
09/07/2019,Large,NA,8706413,NA,5,Glass,N,Male,14,90.337
10/07/2019,Small,S,1713242,229.0864773,1,Plastic,Y,Female,15,19.073
10/07/2019,Small,S,1151349,26.1006,1,Cloth,Y,Female,15,10.859
10/07/2019,Small,S,2300980,100.9033,1,Glass,Y,Female,15,25.989
10/07/2019,Small,NA,2516356,27.0805,1,Plastic,N,Female,15,26.44
10/07/2019,Small,NA,6679588,69.6296,1,Cloth,N,Female,15,72.038
10/07/2019,Small,NA,7034707,110.8939,1,Glass,N,Female,15,69.178
10/07/2019,Small,S,540730,234.7660702,2,Plastic,Y,Female,15,7.984
10/07/2019,Small,S,883876,24.9198,2,Cloth,Y,Female,15,10.663
10/07/2019,Small,S,4418842,129.294,2,Glass,Y,Female,15,48.651
10/07/2019,Small,NA,2476916,35.8086,2,Plastic,N,Female,15,33.863
10/07/2019,Small,NA,5490136,65.9063,2,Cloth,N,Female,15,61.823
10/07/2019,Small,NA,8595641,148.6861,2,Glass,N,Female,15,84.299
10/07/2019,Small,S,1001897,279.9932421,3,Plastic,Y,Female,15,10.59
10/07/2019,Small,S,1064588,34.0369,3,Cloth,Y,Female,15,10.806
10/07/2019,Small,S,1003799,140.8618,3,Glass,Y,Female,15,11.909
10/07/2019,Small,NA,4544420,89.4391,3,Plastic,N,Female,15,46.454
10/07/2019,Small,NA,4388015,40.3158,3,Cloth,N,Female,15,51.832
10/07/2019,Small,NA,3705407,62.6026,3,Glass,N,Female,15,37.833
10/07/2019,Small,S,1171375,235.1430401,4,Plastic,Y,Female,15,12.919
10/07/2019,Small,S,1680355,56.5714,4,Cloth,Y,Female,15,16.569
10/07/2019,Small,S,1276900,93.8668,4,Glass,Y,Female,15,11.474
10/07/2019,Small,NA,3945443,72.27,4,Plastic,N,Female,15,46.705
10/07/2019,Small,NA,5266608,74.1428,4,Cloth,N,Female,15,64.247
10/07/2019,Small,NA,5438067,67.744,4,Glass,N,Female,15,55.029
10/07/2019,Small,S,1083273,212.8988,5,Plastic,Y,Female,15,9.847
10/07/2019,Small,S,303998,33.5146,5,Cloth,Y,Female,15,3.136
10/07/2019,Small,S,862854,92.5625,5,Glass,Y,Female,15,8.544
10/07/2019,Small,NA,2161191,145.4478,5,Plastic,N,Female,15,30.181
10/07/2019,Small,NA,4002027,115.9811,5,Cloth,N,Female,15,48.787
10/07/2019,Small,NA,6307975,198.7796,5,Glass,N,Female,15,63.26
10/07/2019,Large,L,6630520,101.9344,1,Plastic,Y,Male,16,71.575
10/07/2019,Large,L,6038536,64.1365,1,Cloth,Y,Male,16,57.985
10/07/2019,Large,L,6769086,176.5891,1,Glass,Y,Male,16,76.154
10/07/2019,Large,NA,11129783,114.2393,1,Plastic,N,Male,16,112.096
10/07/2019,Large,NA,6246565,48.8659,1,Cloth,N,Male,16,66.228
10/07/2019,Large,NA,8924309,88.6503,1,Glass,N,Male,16,86.735
10/07/2019,Large,L,7221506,205.7219,2,Plastic,Y,Male,16,81.445
10/07/2019,Large,L,9835902,112.465,2,Cloth,Y,Male,16,93.161
10/07/2019,Large,L,10275356,208.2119,2,Glass,Y,Male,16,95.672
10/07/2019,Large,NA,8224673,122.6069,2,Plastic,N,Male,16,96.951
10/07/2019,Large,NA,11093313,97.6533,2,Cloth,N,Male,16,124.734
10/07/2019,Large,NA,9439781,94.8137,2,Glass,N,Male,16,97.718
10/07/2019,Large,L,2653579,137.5731,3,Plastic,Y,Male,16,47.096
10/07/2019,Large,L,4969808,112.5531,3,Cloth,Y,Male,16,55.943
10/07/2019,Large,L,5311590,149.9584,3,Glass,Y,Male,16,69.091
10/07/2019,Large,NA,5259678,273.6533405,3,Plastic,N,Male,16,82.108
10/07/2019,Large,NA,3774459,137.814,3,Cloth,N,Male,16,48.567
10/07/2019,Large,NA,4979583,106.3086,3,Glass,N,Male,16,49.283
10/07/2019,Large,L,3938075,201.155,4,Plastic,Y,Male,16,66.007
10/07/2019,Large,L,7009951,175.6019,4,Cloth,Y,Male,16,77.896
10/07/2019,Large,L,11682510,292.6469843,4,Glass,Y,Male,16,119.452
10/07/2019,Large,NA,7267382,294.829245,4,Plastic,N,Male,16,92.957
10/07/2019,Large,NA,8816360,162.6142,4,Cloth,N,Male,16,100.589
10/07/2019,Large,NA,6953123,127.868,4,Glass,N,Male,16,71.688
10/07/2019,Large,L,5248413,271.2231785,5,Plastic,Y,Male,16,73.548
10/07/2019,Large,L,6583197,276.8352798,5,Cloth,Y,Male,16,74.845
10/07/2019,Large,L,10164532,288.5337849,5,Glass,Y,Male,16,111.494
10/07/2019,Large,NA,6620590,220.5772153,5,Plastic,N,Male,16,89.702
10/07/2019,Large,NA,10128731,138.1582,5,Cloth,N,Male,16,116.567
10/07/2019,Large,NA,3601234,113.004,5,Glass,N,Male,16,38.385
10/07/2019,Medium,M,5484136,94.8812,1,Plastic,Y,Female,17,75.015
10/07/2019,Medium,M,5368850,151.9887,1,Cloth,Y,Female,17,46.984
10/07/2019,Medium,M,6148302,174.6275,1,Glass,Y,Female,17,82.098
10/07/2019,Medium,NA,5867258,93.2992,1,Plastic,N,Female,17,60.498
10/07/2019,Medium,NA,11308228,71.3359,1,Cloth,N,Female,17,96.427
10/07/2019,Medium,NA,13404451,186.4601,1,Glass,N,Female,17,127.826
10/07/2019,Medium,M,3784419,161.5528,2,Plastic,Y,Female,17,61.669
10/07/2019,Medium,M,2752251,83.4943,2,Cloth,Y,Female,17,29.651
10/07/2019,Medium,M,6970003,230.2579142,2,Glass,Y,Female,17,84.672
10/07/2019,Medium,NA,7820518,116.7282,2,Plastic,N,Female,17,81.819
10/07/2019,Medium,NA,12478621,49.0585,2,Cloth,N,Female,17,111.745
10/07/2019,Medium,NA,13492856,184.5416,2,Glass,N,Female,17,129.052
10/07/2019,Medium,M,4628893,105.3933,3,Plastic,Y,Female,17,62.375
10/07/2019,Medium,M,2075542,169.5718,3,Cloth,Y,Female,17,27.806
10/07/2019,Medium,M,1741898,299.1727728,3,Glass,Y,Female,17,20.548
10/07/2019,Medium,NA,3773646,165.463,3,Plastic,N,Female,17,69.534
10/07/2019,Medium,NA,6910050,44.1148,3,Cloth,N,Female,17,70.996
10/07/2019,Medium,NA,9494900,153.6465,3,Glass,N,Female,17,95.656
10/07/2019,Medium,M,6506536,259.4208657,4,Plastic,Y,Female,17,80.931
10/07/2019,Medium,M,2184486,130.132,4,Cloth,Y,Female,17,23.547
10/07/2019,Medium,M,2357716,245.9053937,4,Glass,Y,Female,17,26.177
10/07/2019,Medium,NA,5793367,126.652,4,Plastic,N,Female,17,75.31
10/07/2019,Medium,NA,7891480,41.4445,4,Cloth,N,Female,17,82.711
10/07/2019,Medium,NA,12462310,253.2465228,4,Glass,N,Female,17,118.535
10/07/2019,Medium,M,5062872,215.0574786,5,Plastic,Y,Female,17,67.286
10/07/2019,Medium,M,2306420,111.5471,5,Cloth,Y,Female,17,23.205
10/07/2019,Medium,M,408484,156.2867,5,Glass,Y,Female,17,5.204
10/07/2019,Medium,NA,5766705,123.51,5,Plastic,N,Female,17,70.185
10/07/2019,Medium,NA,6568764,73.4999,5,Cloth,N,Female,17,70.114
10/07/2019,Medium,NA,8662088,132.5373,5,Glass,N,Female,17,88.002
10/07/2019,Large,L,12892731,55.0473,1,Plastic,Y,Male,18,122.367
10/07/2019,Large,L,9069547,39.0648,1,Cloth,Y,Male,18,78.116
10/07/2019,Large,L,7261517,22.0008,1,Glass,Y,Male,18,66.839
10/07/2019,Large,NA,5147305,6.0639,1,Plastic,N,Male,18,51.055
10/07/2019,Large,NA,9471275,33.7789,1,Cloth,N,Male,18,90.246
10/07/2019,Large,NA,8424087,30.9531,1,Glass,N,Male,18,88.838
10/07/2019,Large,L,8331823,48.1598,2,Plastic,Y,Male,18,84.091
10/07/2019,Large,L,7528472,42.4573,2,Cloth,Y,Male,18,68.645
10/07/2019,Large,L,7504778,20.2443,2,Glass,Y,Male,18,69.03
10/07/2019,Large,NA,4346883,29.7231,2,Plastic,N,Male,18,46.377
10/07/2019,Large,NA,4657071,24.5869,2,Cloth,N,Male,18,48.534
10/07/2019,Large,NA,10309629,40.0407,2,Glass,N,Male,18,100.765
10/07/2019,Large,L,3972512,31.632,3,Plastic,Y,Male,18,60.079
10/07/2019,Large,L,3609256,45.6763,3,Cloth,Y,Male,18,37.956
10/07/2019,Large,L,6237612,51.5573,3,Glass,Y,Male,18,68.02
10/07/2019,Large,NA,3054102,53.4268,3,Plastic,N,Male,18,36.419
10/07/2019,Large,NA,6192540,81.3073,3,Cloth,N,Male,18,64.437
10/07/2019,Large,NA,9158097,27.59468,3,Glass,N,Male,18,102.845
10/07/2019,Large,L,5304834,37.189,4,Plastic,Y,Male,18,65.01
10/07/2019,Large,L,5373600,43.1424,4,Cloth,Y,Male,18,55.156
10/07/2019,Large,L,8000681,76.6372,4,Glass,Y,Male,18,86.748
10/07/2019,Large,NA,2881572,44.218,4,Plastic,N,Male,18,32.908
10/07/2019,Large,NA,3656676,78.0305,4,Cloth,N,Male,18,40.579
10/07/2019,Large,NA,9871861,57.241,4,Glass,N,Male,18,110.468
10/07/2019,Large,L,6413596,68.1683,5,Plastic,Y,Male,18,81.032
10/07/2019,Large,L,5469790,59.4663,5,Cloth,Y,Male,18,60.277
10/07/2019,Large,L,6063049,29.6266,5,Glass,Y,Male,18,61.19
10/07/2019,Large,NA,2439413,58.0923,5,Plastic,N,Male,18,32.704
10/07/2019,Large,NA,4150004,135.2846,5,Cloth,N,Male,18,45.609
10/07/2019,Large,NA,10306742,78.2104,5,Glass,N,Male,18,111.021
10/07/2019,Medium,M,5653153,190.2081,1,Plastic,Y,Female,19,68.141
10/07/2019,Medium,M,3370210,66.8279,1,Cloth,Y,Female,19,35.86
10/07/2019,Medium,M,1683018,28.31,1,Glass,Y,Female,19,19.888
10/07/2019,Medium,NA,4628233,25.2631,1,Plastic,N,Female,19,47.759
10/07/2019,Medium,NA,5777085,31.6929,1,Cloth,N,Female,19,53.588
10/07/2019,Medium,NA,3591497,57.2393,1,Glass,N,Female,19,36.384
10/07/2019,Medium,M,7308645,282.5578166,2,Plastic,Y,Female,19,86.63
10/07/2019,Medium,M,4747656,83.5848,2,Cloth,Y,Female,19,46.658
10/07/2019,Medium,M,2570759,45.9398,2,Glass,Y,Female,19,26.166
10/07/2019,Medium,NA,5491898,45.4918,2,Plastic,N,Female,19,55.08
10/07/2019,Medium,NA,7456367,51.7578,2,Cloth,N,Female,19,69.823
10/07/2019,Medium,NA,5531795,70.8803,2,Glass,N,Female,19,54.727
10/07/2019,Medium,M,2089417,224.3200189,3,Plastic,Y,Female,19,27.14
10/07/2019,Medium,M,2056719,87.3383,3,Cloth,Y,Female,19,24.557
10/07/2019,Medium,M,2206109,59.352,3,Glass,Y,Female,19,24.152
10/07/2019,Medium,NA,2202612,34.9803,3,Plastic,N,Female,19,33.668
10/07/2019,Medium,NA,5129623,55.0897,3,Cloth,N,Female,19,53.653
10/07/2019,Medium,NA,4838137,79.3267,3,Glass,N,Female,19,50.912
10/07/2019,Medium,M,2995468,265.0902853,4,Plastic,Y,Female,19,40.652
10/07/2019,Medium,M,5947750,98.5006,4,Cloth,Y,Female,19,68.817
10/07/2019,Medium,M,2388085,32.5165,4,Glass,Y,Female,19,25.729
10/07/2019,Medium,NA,4442310,60.832,4,Plastic,N,Female,19,52.686
10/07/2019,Medium,NA,10722790,69.9419,4,Cloth,N,Female,19,105.838
10/07/2019,Medium,NA,6149067,88.8893,4,Glass,N,Female,19,61.726
10/07/2019,Medium,M,1617066,242.3475706,5,Plastic,Y,Female,19,21.284
10/07/2019,Medium,M,2718907,67.8481,5,Cloth,Y,Female,19,30.906
10/07/2019,Medium,M,2244693,57.8912,5,Glass,Y,Female,19,24.277
10/07/2019,Medium,NA,4852333,59.4044,5,Plastic,N,Female,19,49.393
10/07/2019,Medium,NA,4269868,54.0612,5,Cloth,N,Female,19,44.355
10/07/2019,Medium,NA,3765588,66.5367,5,Glass,N,Female,19,38.027
07/18/2019,Small,S,4001950,260.5673514,1,Plastic,Y,Female,20,42.618
07/18/2019,Small,S,7403281,179.2525,1,Cloth,Y,Female,20,83.358
07/18/2019,Small,S,3426250,260.7194791,1,Glass,Y,Female,20,38.397
07/18/2019,Small,NA,5629724,89.7687,1,Plastic,N,Female,20,60.167
07/18/2019,Small,NA,10952225,254.1993028,1,Cloth,N,Female,20,94.068
07/18/2019,Small,NA,9549890,151.1397,1,Glass,N,Female,20,83.396
07/18/2019,Small,S,3235971,254.9517745,2,Plastic,Y,Female,20,32.608
07/18/2019,Small,S,4581814,189.4208,2,Cloth,Y,Female,20,57.114
07/18/2019,Small,S,4460664,229.4197986,2,Glass,Y,Female,20,52.882
07/18/2019,Small,NA,4503971,74.1758,2,Plastic,N,Female,20,50.471
07/18/2019,Small,NA,7591319,132.4685,2,Cloth,N,Female,20,66.149
07/18/2019,Small,NA,9095049,197.7421,2,Glass,N,Female,20,81.742
07/18/2019,Small,S,1233337,273.559976,3,Plastic,Y,Female,20,17.62
07/18/2019,Small,S,915296,225.4285479,3,Cloth,Y,Female,20,10.372
07/18/2019,Small,S,2322998,254.0791212,3,Glass,Y,Female,20,26.873
07/18/2019,Small,NA,3845258,98.0185,3,Plastic,N,Female,20,47.908
07/18/2019,Small,NA,7285550,211.9971,3,Cloth,N,Female,20,68.945
07/18/2019,Small,NA,6630980,199.7261,3,Glass,N,Female,20,63.426
07/18/2019,Small,S,1117308,252.2225914,4,Plastic,Y,Female,20,13.118
07/18/2019,Small,S,1837232,294.9052685,4,Cloth,Y,Female,20,22.108
07/18/2019,Small,S,2079566,224.0796367,4,Glass,Y,Female,20,27.524
07/18/2019,Small,NA,4117543,166.092,4,Plastic,N,Female,20,49.076
07/18/2019,Small,NA,6155445,211.2021,4,Cloth,N,Female,20,60.824
07/18/2019,Small,NA,3978061,81.1116,4,Glass,N,Female,20,37.505
07/18/2019,Small,S,319261,248.5724725,5,Plastic,Y,Female,20,3.739
07/18/2019,Small,S,1192685,289.2437097,5,Cloth,Y,Female,20,13.932
07/18/2019,Small,S,1477251,295.6172143,5,Glass,Y,Female,20,16.765
07/18/2019,Small,NA,3287139,178.7412,5,Plastic,N,Female,20,45.223
07/18/2019,Small,NA,3653476,135.9871,5,Cloth,N,Female,20,40.811
07/18/2019,Small,NA,4819197,293.2889562,5,Glass,N,Female,20,46.591
07/18/2019,Medium,M,8028709,198.578,1,Plastic,Y,Male,21,79.639
07/18/2019,Medium,M,11598829,146.282,1,Cloth,Y,Male,21,115.618
07/18/2019,Medium,M,5250342,95.9986,1,Glass,Y,Male,21,51.942
07/18/2019,Medium,NA,4624296,132.6419,1,Plastic,N,Male,21,56.522
07/18/2019,Medium,NA,6605174,123.1856,1,Cloth,N,Male,21,64.115
07/18/2019,Medium,NA,8482330,120.2662,1,Glass,N,Male,21,77.152
07/18/2019,Medium,M,6394154,136.1297,2,Plastic,Y,Male,21,64.976
07/18/2019,Medium,M,9892673,202.2377,2,Cloth,Y,Male,21,103.925
07/18/2019,Medium,M,5649027,195.0217,2,Glass,Y,Male,21,58.441
07/18/2019,Medium,NA,3561881,292.3110359,2,Plastic,N,Male,21,51.802
07/18/2019,Medium,NA,4917287,119.5554,2,Cloth,N,Male,21,48.852
07/18/2019,Medium,NA,7690362,189.5547,2,Glass,N,Male,21,71.803
07/18/2019,Medium,M,4885424,281.6333389,3,Plastic,Y,Male,21,59.721
07/18/2019,Medium,M,9891352,248.1802135,3,Cloth,Y,Male,21,115.292
07/18/2019,Medium,M,5922357,171.7523,3,Glass,Y,Male,21,61.732
07/18/2019,Medium,NA,5871471,180.8678,3,Plastic,N,Male,21,70.808
07/18/2019,Medium,NA,7432311,168.7976,3,Cloth,N,Male,21,75.137
07/18/2019,Medium,NA,6956479,154.8071,3,Glass,N,Male,21,69.407
07/18/2019,Medium,M,3533497,273.5742222,4,Plastic,Y,Male,21,46.835
07/18/2019,Medium,M,11791959,220.8311357,4,Cloth,Y,Male,21,136.342
07/18/2019,Medium,M,5996077,253.0557567,4,Glass,Y,Male,21,62.2
07/18/2019,Medium,NA,4669494,258.5337749,4,Plastic,N,Male,21,57.421
07/18/2019,Medium,NA,7643464,207.0988,4,Cloth,N,Male,21,77.203
07/18/2019,Medium,NA,7512262,240.0225439,4,Glass,N,Male,21,70.686
07/18/2019,Medium,M,2859367,221.6975101,5,Plastic,Y,Male,21,43.388
07/18/2019,Medium,M,5881068,183.4826,5,Cloth,Y,Male,21,70.612
07/18/2019,Medium,M,5967225,215.2428254,5,Glass,Y,Male,21,64.755
07/18/2019,Medium,NA,1790118,154.6155,5,Plastic,N,Male,21,30.054
07/18/2019,Medium,NA,4709648,282.7523859,5,Cloth,N,Male,21,48.818
07/18/2019,Medium,NA,4977893,242.5482935,5,Glass,N,Male,21,47.434
07/18/2019,Small,S,2402893,53.3768,1,Plastic,Y,Female,22,22.529
07/18/2019,Small,S,3126765,57.437,1,Cloth,Y,Female,22,27.732
07/18/2019,Small,S,1313191,67.0767,1,Glass,Y,Female,22,14.95
07/18/2019,Small,NA,4096417,41.6683,1,Plastic,N,Female,22,41.887
07/18/2019,Small,NA,6848384,35.2311,1,Cloth,N,Female,22,58.799
07/18/2019,Small,NA,4594516,41.5228,1,Glass,N,Female,22,40.654
07/18/2019,Small,S,2063372,47.3394,2,Plastic,Y,Female,22,21.768
07/18/2019,Small,S,4287206,53.5197,2,Cloth,Y,Female,22,37.752
07/18/2019,Small,S,2875615,85.6701,2,Glass,Y,Female,22,29.985
07/18/2019,Small,NA,3482613,42.4988,2,Plastic,N,Female,22,37.67
07/18/2019,Small,NA,6456561,52.611,2,Cloth,N,Female,22,56.115
07/18/2019,Small,NA,5119160,41.6476,2,Glass,N,Female,22,45.726
07/18/2019,Small,S,1439526,63.5469,3,Plastic,Y,Female,22,15.54
07/18/2019,Small,S,3276302,48.9441,3,Cloth,Y,Female,22,29.557
07/18/2019,Small,S,2932463,154.2556,3,Glass,Y,Female,22,30.139
07/18/2019,Small,NA,3605185,16.3874,3,Plastic,N,Female,22,40.605
07/18/2019,Small,NA,4166043,42.5478,3,Cloth,N,Female,22,37.054
07/18/2019,Small,NA,5257280,11.8844,3,Glass,N,Female,22,48.555
07/18/2019,Small,S,931743,12.2163,4,Plastic,Y,Female,22,10.798
07/18/2019,Small,S,4312934,66.5305,4,Cloth,Y,Female,22,38.336
07/18/2019,Small,S,1698285,96.9269,4,Glass,Y,Female,22,18.412
07/18/2019,Small,NA,2627659,49.2122,4,Plastic,N,Female,22,30.496
07/18/2019,Small,NA,3412787,27.2918,4,Cloth,N,Female,22,32.549
07/18/2019,Small,NA,3241738,8.4064,4,Glass,N,Female,22,30.335
07/18/2019,Small,S,1209286,125.4301,5,Plastic,Y,Female,22,14.203
07/18/2019,Small,S,3596653,66.1066,5,Cloth,Y,Female,22,32.362
07/18/2019,Small,S,2378062,114.6716,5,Glass,Y,Female,22,27.813
07/18/2019,Small,NA,1383173,18.9928,5,Plastic,N,Female,22,17.323
07/18/2019,Small,NA,4352431,73.985,5,Cloth,N,Female,22,41.246
07/18/2019,Small,NA,4900307,66.1739,5,Glass,N,Female,22,45.588
07/18/2019,Large,L,8284856,257.5765375,1,Plastic,Y,Male,23,88.55
07/18/2019,Large,L,2213242,14.049,1,Cloth,Y,Male,23,22.613
07/18/2019,Large,L,6347054,96.6562,1,Glass,Y,Male,23,68.721
07/18/2019,Large,NA,6697611,70.1678,1,Plastic,N,Male,23,70
07/18/2019,Large,NA,12335108,243.1399543,1,Cloth,N,Male,23,112.447
07/18/2019,Large,NA,14398531,162.2085,1,Glass,N,Male,23,134.29
07/18/2019,Large,L,4254155,218.8872111,2,Plastic,Y,Male,23,53.481
07/18/2019,Large,L,6429161,66.7175,2,Cloth,Y,Male,23,69.696
07/18/2019,Large,L,9383901,231.7509418,2,Glass,Y,Male,23,103.994
07/18/2019,Large,NA,5666722,117.2248,2,Plastic,N,Male,23,62.915
07/18/2019,Large,NA,10614785,275.0043083,2,Cloth,N,Male,23,100.516
07/18/2019,Large,NA,15647298,218.2199481,2,Glass,N,Male,23,142.932
07/18/2019,Large,L,3943593,296.5261484,3,Plastic,Y,Male,23,44.405
07/18/2019,Large,L,7041420,103.1007,3,Cloth,Y,Male,23,75.161
07/18/2019,Large,L,7884597,191.1072,3,Glass,Y,Male,23,83.641
07/18/2019,Large,NA,4752902,128.4006,3,Plastic,N,Male,23,54.201
07/18/2019,Large,NA,7142962,241.6126209,3,Cloth,N,Male,23,70.213
07/18/2019,Large,NA,14256978,253.7578977,3,Glass,N,Male,23,137.942
07/18/2019,Large,L,3749081,224.3508551,4,Plastic,Y,Male,23,42.372
07/18/2019,Large,L,8294480,143.7501,4,Cloth,Y,Male,23,93.278
07/18/2019,Large,L,7696504,283.6069707,4,Glass,Y,Male,23,85.92
07/18/2019,Large,NA,4526295,243.7711613,4,Plastic,N,Male,23,56.241
07/18/2019,Large,NA,5575748,137.9312,4,Cloth,N,Male,23,54.787
07/18/2019,Large,NA,11758792,241.6229846,4,Glass,N,Male,23,115.079
07/18/2019,Large,L,1489758,246.2486698,5,Plastic,Y,Male,23,20.728
07/18/2019,Large,L,7209226,175.8566,5,Cloth,Y,Male,23,82.1
07/18/2019,Large,L,8050469,242.6331443,5,Glass,Y,Male,23,88.322
07/18/2019,Large,NA,2610185,225.9116469,5,Plastic,N,Male,23,41.212
07/18/2019,Large,NA,6008845,270.0997251,5,Cloth,N,Male,23,60.741
